objectid,title,artist_display_name,artist_nationality,primary_image,primary_image_small,additional_images,objectname,medium,culture,city,country,object_date,object_end_date,department,gallery_number,accession_year,object_url,tags,object_wikidata_url
337497,Studies for the Libyan Sibyl (recto); Studies for the Libyan Sibyl and a small Sketch for a Seated Figure (verso),Michelangelo Buonarroti,Italian,https://images.metmuseum.org/CRDImages/dp/original/DP826907.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP826907.jpg,"{https://images.metmuseum.org/CRDImages/dp/original/DP283230.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283231.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283233.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283234.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283235.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283236.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283237.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283238.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283239.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283241.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283242.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283245.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283246.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283248.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283249.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283250.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283251.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283252.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283253.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283254.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283256.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283257.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP283258.jpg,https://images.metmuseum.org/CRDImages/dp/original/efb_24.197.2_283230.jpg,https://images.metmuseum.org/CRDImages/dp/original/efb_24.197.2_283230_03.jpg,https://images.metmuseum.org/CRDImages/dp/original/efb_24.197.2_283249_03.jpg,https://images.metmuseum.org/CRDImages/dp/original/efb_24.197.2_283254.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP807402.jpg}",Drawing,"Red chalk, with small accents of white chalk on the left shoulder of the figure in the main study (recto); soft black chalk, or less probably charcoal (verso)","","","",ca. 1510–11,1511,Drawings and Prints,"",1924,https://www.metmuseum.org/art/collection/search/337497,"[{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""}]",https://www.wikidata.org/wiki/Q29384857
438754,Madonna and Child,Duccio di Buoninsegna,Italian,https://images.metmuseum.org/CRDImages/ep/original/DP142735.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP142735.jpg,"{""https://images.metmuseum.org/CRDImages/ep/original/Duccio IR.jpg""}",Painting,Tempera and gold on wood,"","","",ca. 1290–1300,1300,European Paintings,624,2004,https://www.metmuseum.org/art/collection/search/438754,"[{""term"":""Madonna and Child"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000052"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q9309699""}]",https://www.wikidata.org/wiki/Q6728394
459082,Portrait of Gerard de Lairesse,Rembrandt (Rembrandt van Rijn),Dutch,https://images.metmuseum.org/CRDImages/rl/original/DP121332.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP121332.jpg,"{https://images.metmuseum.org/CRDImages/rl/original/ep1975.1.140.bw.R.jpg,https://images.metmuseum.org/CRDImages/rl/original/1567.jpg,https://images.metmuseum.org/CRDImages/rl/original/rl1975.1.140.R.jpg}",Painting,Oil on canvas,"","","",1665–67,1669,Robert Lehman Collection,964,1975,https://www.metmuseum.org/art/collection/search/459082,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""}]",https://www.wikidata.org/wiki/Q20183551
10818,John Biglin in a Single Scull,Thomas Eakins,American,https://images.metmuseum.org/CRDImages/ad/original/DT207456.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT207456.jpg,"{https://images.metmuseum.org/CRDImages/ad/original/APS1058.jpg,https://images.metmuseum.org/CRDImages/ad/original/ap24.108.jpg,https://images.metmuseum.org/CRDImages/ad/original/57258.jpg}",Watercolor,Watercolor on off-white wove paper,American,"","",ca. 1873,1873,The American Wing,"",1924,https://www.metmuseum.org/art/collection/search/10818,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Rowing"",""AAT_URL"":null,""Wikidata_URL"":""https://www.wikidata.org/wiki/Q7371749""},{""term"":""Boats"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300178749"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q35872""}]",https://www.wikidata.org/wiki/Q83560170
310870,Figure from a Reliquary Ensemble: Seated Female,"","",https://images.metmuseum.org/CRDImages/ao/original/DT1236.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1236.jpg,"{https://images.metmuseum.org/CRDImages/ao/original/DP133661.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP133662.jpg,https://images.metmuseum.org/CRDImages/ao/original/DP133660.jpg,https://images.metmuseum.org/CRDImages/ao/original/06F_c025FRONTISR1.jpg}",Female figure,"Wood, metal","Fang peoples, Okak group","",Gabon or Equatorial Guinea,19th–early 20th century,1930,"Arts of Africa, Oceania, and the Americas",352,1978,https://www.metmuseum.org/art/collection/search/310870,"[{""term"":""Female Nudes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300189568"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q1763003""}]",https://www.wikidata.org/wiki/Q104413236
459088,Saint Jerome as Scholar,El Greco (Domenikos Theotokopoulos),Greek,https://images.metmuseum.org/CRDImages/rl/original/DT3103.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DT3103.jpg,"{https://images.metmuseum.org/CRDImages/rl/original/ep1975.1.146.bw.R.jpg,https://images.metmuseum.org/CRDImages/rl/original/0766.jpg,https://images.metmuseum.org/CRDImages/rl/original/rl1975.1.146.R.jpg}",Painting,Oil on canvas,"","","",ca. 1610,1614,Robert Lehman Collection,958,1975,https://www.metmuseum.org/art/collection/search/459088,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Saint Jerome"",""AAT_URL"":""http://vocab.getty.edu/page/ulan/500060933"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q44248""}]",https://www.wikidata.org/wiki/Q19856861
337500,Lady Lilith,Dante Gabriel Rossetti,British,https://images.metmuseum.org/CRDImages/dp/original/DP289717.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP289717.jpg,"{https://images.metmuseum.org/CRDImages/dp/original/dp08.162.1.R.jpg,https://images.metmuseum.org/CRDImages/dp/original/4160.jpg,https://images.metmuseum.org/CRDImages/dp/original/DT639.jpg}",Drawing,Watercolor and bodycolor,"","","",1867,1867,Drawings and Prints,"",1908,https://www.metmuseum.org/art/collection/search/337500,"[{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Flowers"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132399"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q506""},{""term"":""Mirrors"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300037682"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q35197""}]",https://www.wikidata.org/wiki/Q29384872
39901,Night-Shining White,Han Gan,Chinese,https://images.metmuseum.org/CRDImages/as/original/DP153705.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP153705.jpg,"{https://images.metmuseum.org/CRDImages/as/original/DP153740.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153679.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153670.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153671.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153742.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153675.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153669.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153673.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153672.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153743.jpg,https://images.metmuseum.org/CRDImages/as/original/DP153735.jpg}",Handscroll,Handscroll; ink on paper,China,"","",ca. 750,760,Asian Art,"",1977,https://www.metmuseum.org/art/collection/search/39901,"[{""term"":""Horses"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250148"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q726""}]",https://www.wikidata.org/wiki/Q28092249
437423,The Immaculate Conception,Guido Reni,Italian,https://images.metmuseum.org/CRDImages/ep/original/DT1138.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT1138.jpg,"{https://images.metmuseum.org/CRDImages/ep/original/reni_uffizi012.jpg,https://images.metmuseum.org/CRDImages/ep/original/reni_windsor013.jpg,https://images.metmuseum.org/CRDImages/ep/original/reni_after_fire011.jpg}",Painting,Oil on canvas,"","","",1627,1627,European Paintings,601,1959,https://www.metmuseum.org/art/collection/search/437423,"[{""term"":""Angels"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300379004"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q235113""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""}]",https://www.wikidata.org/wiki/Q19911694
435908,The Trojan Women Setting Fire to Their Fleet,Claude Lorrain (Claude Gellée),French,https://images.metmuseum.org/CRDImages/ep/original/DP226145.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP226145.jpg,{},Painting,Oil on canvas,"","","",ca. 1643,1643,European Paintings,618,1955,https://www.metmuseum.org/art/collection/search/435908,"[{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Ships"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300082981"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q11446""}]",https://www.wikidata.org/wiki/Q19911726
44918,Rough Waves,Ogata Kōrin,Japanese,https://images.metmuseum.org/CRDImages/as/original/DT1615.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DT1615.jpg,{},Screen,"Two-panel folding screen; ink, color, and gold leaf on paper",Japan,"","",ca. 1704–9,1719,Asian Art,"",1926,https://www.metmuseum.org/art/collection/search/44918,"[{""term"":""Waves"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300343616"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q165848""}]",https://www.wikidata.org/wiki/Q29383342
11619,Cider Making,William Sidney Mount,American,https://images.metmuseum.org/CRDImages/ad/original/DT72.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT72.jpg,{},Painting,Oil on canvas,American,"","",1840–41,1841,The American Wing,758,1966,https://www.metmuseum.org/art/collection/search/11619,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Mountains"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300008795"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8502""},{""term"":""Working"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300412186"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q6958747""}]",https://www.wikidata.org/wiki/Q20169755
20129,Story of Golden Locks,Seymour Joseph Guy,"",https://images.metmuseum.org/CRDImages/ad/original/DP219245.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP219245.jpg,{https://images.metmuseum.org/CRDImages/ad/original/mc23r2_20J.jpg},Painting,Oil on canvas,American,"","",ca. 1870,1873,The American Wing,763,2013,https://www.metmuseum.org/art/collection/search/20129,"[{""term"":""Bedrooms"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300004364"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q193837""},{""term"":""Boys"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247598"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3010""},{""term"":""Girls"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247581"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3031""},{""term"":""Reading"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300248178"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q199657""}]",https://www.wikidata.org/wiki/Q19924783
199674,The Holy Family with Saints Anne and Joachim,Diego de Pesquera,Spanish,https://images.metmuseum.org/CRDImages/es/original/DP220481.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP220481.jpg,"{https://images.metmuseum.org/CRDImages/es/original/DP220482.jpg,https://images.metmuseum.org/CRDImages/es/original/DP220484.jpg,https://images.metmuseum.org/CRDImages/es/original/DP220483.jpg}",Relief,"Wood, painted and gilt","","","",1567–68,1568,European Sculpture and Decorative Arts,535,1945,https://www.metmuseum.org/art/collection/search/199674,"[{""term"":""Holy Family"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001175"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q618057""},{""term"":""Saint Anne"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001010"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q164294""},{""term"":""Christ"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q642420""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""}]",https://www.wikidata.org/wiki/Q29383574
202718,Saint John the Baptist,Juan Martínez Montañés,Spanish,https://images.metmuseum.org/CRDImages/es/original/DP249462.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP249462.jpg,"{https://images.metmuseum.org/CRDImages/es/original/DP249463.jpg,https://images.metmuseum.org/CRDImages/es/original/DP274990.jpg}",Statue,Polychromed wood with gilding,"","","",ca. 1620–30,1635,European Sculpture and Decorative Arts,535,1963,https://www.metmuseum.org/art/collection/search/202718,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Saint John the Baptist"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001056"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q40662""}]",https://www.wikidata.org/wiki/Q29383604
466580,Scenes from the Legend of Saint Vincent of Saragossa and the History of His Relics,"","",https://images.metmuseum.org/CRDImages/md/original/md24.167.R.jpg,https://images.metmuseum.org/CRDImages/md/web-large/md24.167.R.jpg,{https://images.metmuseum.org/CRDImages/md/original/DT130.jpg},Window,"Pot-metal glass, vitreous paint, and lead",French,Paris,France,ca. 1245–47,1247,Medieval Art,304,1924,https://www.metmuseum.org/art/collection/search/466580,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Horse Riding"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300249313"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q179226""},{""term"":""Saints"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300150555"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q43115""}]",https://www.wikidata.org/wiki/Q18683183
254649,Terracotta column-krater (bowl for mixing wine and water),Group of Boston 00.348,"",https://images.metmuseum.org/CRDImages/gr/original/DT282.jpg,https://images.metmuseum.org/CRDImages/gr/web-large/DT282.jpg,"{https://images.metmuseum.org/CRDImages/gr/original/DT363.jpg,https://images.metmuseum.org/CRDImages/gr/original/gr50.11.4.R.jpg,https://images.metmuseum.org/CRDImages/gr/original/gr50.11.4..AV1.jpg}",Column-krater,Terracotta,"Greek, South Italian, Apulian","","",ca. 360–350 B.C.,-350,Greek and Roman Art,160,1950,https://www.metmuseum.org/art/collection/search/254649,"[{""term"":""Painting"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300054216"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q11629""},{""term"":""Athena"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000069"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q37122""},{""term"":""Eros"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000613"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q121973""},{""term"":""Artists"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025103"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q483501""},{""term"":""Herakles"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000042"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q122248""},{""term"":""Nike"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000070"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q165023""},{""term"":""Zeus"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000671"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q34201""}]",https://www.wikidata.org/wiki/Q29383910
472387,"Tomb of Ermengol VII, Count of Urgell","","",https://images.metmuseum.org/CRDImages/cl/original/DP366862.jpg,https://images.metmuseum.org/CRDImages/cl/web-large/DP366862.jpg,"{https://images.metmuseum.org/CRDImages/cl/original/DP102894.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP366863.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP366864.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP366865.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP366866.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP366867.jpg,https://images.metmuseum.org/CRDImages/cl/original/DP366868.jpg}",Tomb,"Limestone, traces of paint",Catalan,Lerida,Spain,ca. 1300–1350,1353,The Cloisters,009,1928,https://www.metmuseum.org/art/collection/search/472387,"[{""term"":""Lions"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300310388"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q140""},{""term"":""Tombs"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300005926"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q381885""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Rabbits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250218"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q9394""},{""term"":""Apostles"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300343837"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q43412""},{""term"":""Saints"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300150555"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q43115""}]",https://www.wikidata.org/wiki/Q20201881
459086,Leisure Time in an Elegant Setting,Pieter de Hooch,Dutch,https://images.metmuseum.org/CRDImages/rl/original/DP146506.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP146506.jpg,"{https://images.metmuseum.org/CRDImages/rl/original/DT3102.jpg,https://images.metmuseum.org/CRDImages/rl/original/ep1975.1.144.bw.R.jpg,https://images.metmuseum.org/CRDImages/rl/original/1657.jpg}",Painting,Oil on canvas,"","","",ca. 1663–65,1668,Robert Lehman Collection,964,1975,https://www.metmuseum.org/art/collection/search/459086,"[{""term"":""Interiors"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300391239"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q2998430""},{""term"":""Girls"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247581"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3031""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Smoking"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300380156"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q662860""},{""term"":""Dogs"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300265714"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q144""}]",https://www.wikidata.org/wiki/Q19938871
